	query	answer	delta_s	counter	config_file	config_id	planner
12	Q05	"{'d2': 'http://dbpedia.org/resource/2nd_Jebtsundamba_Khutughtu', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/Goodbye_Horses'}"	35.6437199116	12	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
13	Q05	"{'d2': 'http://dbpedia.org/resource/2wenty', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/Goodbye_Horses'}"	35.6458609104	13	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
14	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/Arima_Arima'}"	38.7974720001	14	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
15	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/Hosanna_(A._R._Rahman_song)'}"	38.7975690365	15	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
16	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/If_I_Rise'}"	38.7977700233	16	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
17	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/Irumbile_Oru_Irudhaiyam'}"	38.7978110313	17	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
18	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/Jai_Ho_(song)'}"	38.7980101109	18	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
19	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/Kadhal_Anukkal'}"	38.7982759476	19	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
20	Q05	"{'d2': 'http://dbpedia.org/resource/A.B._Quintanilla', 'o1': '""A.B. Quintanilla""@en', 'd1': ""http://dbpedia.org/resource/Oh_No_(I'll_Never_Fall_in_Love_Again)""}"	58.2414519787	20	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
21	Q05	"{'d2': 'http://dbpedia.org/resource/Alan_Menken', 'o1': '""Alan Menken""@en', 'd1': 'http://dbpedia.org/resource/Beauty_and_the_Beast_(Disney_song)'}"	64.4824700356	21	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
22	Q05	"{'d2': 'http://dbpedia.org/resource/Alan_Menken', 'o1': '""Alan Menken""@en', 'd1': 'http://dbpedia.org/resource/I_See_the_Light'}"	64.4826059341	22	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
23	Q05	"{'d2': 'http://dbpedia.org/resource/Alana_Davis', 'o1': '""Alana Davis""@en', 'd1': 'http://dbpedia.org/resource/32_Flavors'}"	65.1275670528	23	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
24	Q05	"{'d2': 'http://dbpedia.org/resource/Alex_Christensen', 'o1': '""Alex Christensen""@en', 'd1': 'http://dbpedia.org/resource/Around_the_World_(La_La_La_La_La)'}"	72.6607599258	24	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
25	Q05	"{'d2': 'http://dbpedia.org/resource/Alex_da_Kid', 'o1': '""Alex da Kid""@en', 'd1': 'http://dbpedia.org/resource/Castle_Walls'}"	73.8880450726	25	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
26	Q05	"{'d2': 'http://dbpedia.org/resource/A._R._Rahman', 'o1': '""A. R. Rahman""@en', 'd1': 'http://dbpedia.org/resource/Sadda_Haq'}"	75.5355620384	26	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
27	Q05	"{'d2': 'http://dbpedia.org/resource/Aimee_Mann', 'o1': '""Aimee Mann""@en', 'd1': 'http://dbpedia.org/resource/Save_Me_(Aimee_Mann_song)'}"	76.7219240665	27	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
28	Q05	"{'d2': 'http://dbpedia.org/resource/Alicia_Keys', 'o1': '""Alicia Keys""@en', 'd1': 'http://dbpedia.org/resource/Not_Even_the_King'}"	83.223731041	28	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
29	Q05	"{'d2': 'http://dbpedia.org/resource/%22Weird_Al%22_Yankovic', 'o1': '""""Weird Al"" Yankovic""@en', 'd1': 'http://dbpedia.org/resource/Talk_Soup_(song)'}"	94.1085879803	29	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
30	Q05	"{'d2': 'http://dbpedia.org/resource/Andrew_Michael_Smith', 'o1': '""Mike Smith""@en', 'd1': 'http://dbpedia.org/resource/Silence_Is_Golden_(song)'}"	108.035356045	30	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
31	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Green_(baseball)', 'o1': '""Andy Green""@en', 'd1': 'http://dbpedia.org/resource/Leaving_So_Soon%3F'}"	112.615473032	31	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
32	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Green_(baseball)', 'o1': '""Andy Green""@en', 'd1': 'http://dbpedia.org/resource/The_Frog_Prince_(Keane_song)'}"	112.615683079	32	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
33	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Green_(darts_player)', 'o1': '""Andy Green""@en', 'd1': 'http://dbpedia.org/resource/Leaving_So_Soon%3F'}"	112.615845919	33	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
34	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Green_(darts_player)', 'o1': '""Andy Green""@en', 'd1': 'http://dbpedia.org/resource/The_Frog_Prince_(Keane_song)'}"	112.616000891	34	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
35	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Heath_(puppeteer)', 'o1': '""Heath""@en', 'd1': 'http://dbpedia.org/resource/Bel_Air_(song)'}"	112.734508038	35	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
36	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Miller_(golfer)', 'o1': '""Andy Miller""@en', 'd1': 'http://dbpedia.org/resource/Superheroes_of_BMX'}"	113.137948036	36	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
37	Q05	"{'d2': 'http://dbpedia.org/resource/Andy_Miller_(rugby_union)', 'o1': '""Andy Miller""@en', 'd1': 'http://dbpedia.org/resource/Superheroes_of_BMX'}"	113.138082981	37	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
38	Q05	"{'d2': 'http://dbpedia.org/resource/Ani_DiFranco', 'o1': '""Ani DiFranco""@en', 'd1': 'http://dbpedia.org/resource/32_Flavors'}"	117.002652884	38	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
39	Q05	"{'d2': 'http://dbpedia.org/resource/2Mex', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.04282999	39	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
40	Q05	"{'d2': 'http://dbpedia.org/resource/2Play', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.04338789	40	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
41	Q05	"{'d2': 'http://dbpedia.org/resource/2_Chainz', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.049442053	41	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
42	Q05	"{'d2': 'http://dbpedia.org/resource/2_Cold_Scorpio', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.050179958	42	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
43	Q05	"{'d2': 'http://dbpedia.org/resource/2_Pistols', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.052093983	43	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
44	Q05	"{'d2': 'http://dbpedia.org/resource/2_Tuff_Tony', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.052201986	44	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
45	Q05	"{'d2': 'http://dbpedia.org/resource/2face_Idibia', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.052268982	45	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
46	Q05	"{'d2': 'http://dbpedia.org/resource/2nd_Jebtsundamba_Khutughtu', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.052337885	46	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
47	Q05	"{'d2': 'http://dbpedia.org/resource/2wenty', 'o1': '""2""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/The_Way_You_Move_(Ne-Yo_song)'}"	122.052386999	47	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
48	Q05	"{'d2': 'http://dbpedia.org/resource/12_Gauge_(rapper)', 'o1': '""12""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/Way_Too_Far'}"	139.557599068	48	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
49	Q05	"{'d2': 'http://dbpedia.org/resource/12th_Planet_(musician)', 'o1': '""12""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/Way_Too_Far'}"	139.557663918	49	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
50	Q05	"{'d2': 'http://dbpedia.org/resource/Angus_Montagu,_12th_Duke_of_Manchester', 'o1': '""12""^^<http://www.w3.org/2001/XMLSchema#integer>', 'd1': 'http://dbpedia.org/resource/Way_Too_Far'}"	139.55774498	50	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
51	Q05	"{'d2': 'http://dbpedia.org/resource/%22Weird_Al%22_Yankovic', 'o1': '""""Weird Al"" Yankovic""@en', 'd1': 'http://dbpedia.org/resource/Weasel_Stomping_Day'}"	140.334893942	51	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
52	Q05	"{'d2': 'http://dbpedia.org/resource/Adam_Young', 'o1': '""Adam Young""@en', 'd1': 'http://dbpedia.org/resource/When_Can_I_See_You_Again%3F'}"	142.004479885	52	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
53	Q05	"{'d2': 'http://dbpedia.org/resource/Ariel_Rechtshaid', 'o1': '""Ariel Rechtshaid""@en', 'd1': 'http://dbpedia.org/resource/Hanging_On'}"	143.658842087	53	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
54	Q05	"{'d2': 'http://dbpedia.org/resource/Arif_Mardin', 'o1': '""Arif Mardin""@en', 'd1': 'http://dbpedia.org/resource/Sam_Stone_(song)'}"	143.814625978	54	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
55	Q05	"{'d2': 'http://dbpedia.org/resource/%22Weird_Al%22_Yankovic', 'o1': '""""Weird Al"" Yankovic""@en', 'd1': 'http://dbpedia.org/resource/Yoda_(song)'}"	148.145915985	55	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
56	Q05	"{'d2': 'http://dbpedia.org/resource/%22Weird_Al%22_Yankovic', 'o1': '""""Weird Al"" Yankovic""@en', 'd1': 'http://dbpedia.org/resource/Your_Horoscope_for_Today'}"	149.845701933	56	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
57	Q05	"{'d2': 'http://dbpedia.org/resource/R._Kelly', 'o1': '""R. Kelly""@en', 'd1': 'http://dbpedia.org/resource/His_Eye_Is_on_the_Sparrow'}"	151.757013083	57	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
58	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Above_the_Clouds_(Electric_Light_Orchestra_song)'}"	152.372690916	58	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
59	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Beatles_Forever'}"	152.403181076	59	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
60	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Eldorado_Finale'}"	152.431986094	60	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
61	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Eldorado_Overture'}"	152.460711956	61	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
62	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': ""http://dbpedia.org/resource/Grieg's_Piano_Concerto_In_A_Minor_(song)""}"	152.496207952	62	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
63	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Kuiama'}"	152.528170109	63	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
64	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Loser_Gone_Wild'}"	152.560671091	64	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
65	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/So_Fine_(Electric_Light_Orchestra_song)'}"	152.596587896	65	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
66	Q05	"{'d2': 'http://dbpedia.org/resource/Jeff_Lynne', 'o1': '""Jeff Lynne""@en', 'd1': 'http://dbpedia.org/resource/Tightrope_(Electric_Light_Orchestra_song)'}"	152.629343987	66	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
67	Q05	"{'d2': 'http://dbpedia.org/resource/Bobby_Martin_(American_football)', 'o1': '""Bobby Martin""@en', 'd1': 'http://dbpedia.org/resource/(Every_Time_I_Turn_Around)_Back_in_Love_Again'}"	152.69917202	67	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
68	Q05	"{'d2': 'http://dbpedia.org/resource/Jack_Daugherty_(baseball)', 'o1': '""Jack Daugherty""@en', 'd1': 'http://dbpedia.org/resource/Ticket_to_Ride'}"	153.363712072	68	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
69	Q05	"{'d2': 'http://dbpedia.org/resource/Jack_Daugherty_(musician)', 'o1': '""Jack Daugherty""@en', 'd1': 'http://dbpedia.org/resource/Ticket_to_Ride'}"	153.364444017	69	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
70	Q05	"{'d2': 'http://dbpedia.org/resource/V\xc3\xa1clav_Patejdl', 'o1': '""Va\xc5\xa1o Patejdl""@en', 'd1': 'http://dbpedia.org/resource/Paradiso_(Marika_Gombitov\xc3\xa1_song)'}"	153.454422951	70	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
71	Q05	"{'d2': 'http://dbpedia.org/resource/V\xc3\xa1clav_Patejdl', 'o1': '""Va\xc5\xa1o Patejdl""@en', 'd1': 'http://dbpedia.org/resource/Tak_som_chcela_v\xc5\xa1etk\xc3\xbdch_milova\xc5\xa5'}"	153.48891592	71	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
72	Q05	"{'d2': 'http://dbpedia.org/resource/Naomi_Matsumoto', 'o1': '""Matsumoto""@en', 'd1': 'http://dbpedia.org/resource/Ashita_e'}"	160.156296968	72	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
73	Q05	"{'d2': 'http://dbpedia.org/resource/Jared_Leto', 'o1': '""Jared Leto""@en', 'd1': 'http://dbpedia.org/resource/Do_or_Die_(Thirty_Seconds_to_Mars_song)'}"	160.210244894	73	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
74	Q05	"{'d2': 'http://dbpedia.org/resource/Joni_Mitchell', 'o1': '""Joni Mitchell""@en', 'd1': 'http://dbpedia.org/resource/Free_Man_in_Paris'}"	160.272803068	74	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
75	Q05	"{'d2': 'http://dbpedia.org/resource/Shellback_(record_producer)', 'o1': '""Shellback""@en', 'd1': ""http://dbpedia.org/resource/Doin'_Dirt""}"	160.312346935	75	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
76	Q05	"{'d2': 'http://dbpedia.org/resource/Danny_Elfman', 'o1': '""Danny Elfman""@en', 'd1': 'http://dbpedia.org/resource/Remains_of_the_Day_(song)'}"	160.394581079	76	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
77	Q05	"{'d2': 'http://dbpedia.org/resource/Danny_Elfman', 'o1': '""Danny Elfman""@en', 'd1': 'http://dbpedia.org/resource/This_Is_Halloween'}"	160.428656101	77	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
78	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Garden'}"	160.602387905	78	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
79	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1944)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Garden'}"	160.630688906	79	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
80	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1973)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Garden'}"	160.659548044	80	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
81	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1975)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Garden'}"	160.659635067	81	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
82	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1979)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Garden'}"	160.710827112	82	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
83	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(politician)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Garden'}"	160.715554953	83	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
84	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Gold_Rush_(song)'}"	160.808892965	84	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
85	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1944)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Gold_Rush_(song)'}"	160.809015036	85	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
86	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1973)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Gold_Rush_(song)'}"	160.835323095	86	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
87	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1975)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Gold_Rush_(song)'}"	160.861232042	87	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
88	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1979)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Gold_Rush_(song)'}"	160.915889025	88	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
89	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(politician)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/After_the_Gold_Rush_(song)'}"	160.916049004	89	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
90	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Broken_Arrow_(Buffalo_Springfield_song)'}"	160.981168985	90	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
91	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1944)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Broken_Arrow_(Buffalo_Springfield_song)'}"	161.010396004	91	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
92	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1973)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Broken_Arrow_(Buffalo_Springfield_song)'}"	161.120937109	92	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
93	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1975)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Broken_Arrow_(Buffalo_Springfield_song)'}"	161.121007919	93	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
94	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1979)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Broken_Arrow_(Buffalo_Springfield_song)'}"	161.121061087	94	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
95	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(politician)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Broken_Arrow_(Buffalo_Springfield_song)'}"	161.121340036	95	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
96	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Cortez_the_Killer'}"	161.212800026	96	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
97	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1944)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Cortez_the_Killer'}"	161.212980032	97	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
98	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1973)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Cortez_the_Killer'}"	161.267182112	98	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
99	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1975)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Cortez_the_Killer'}"	161.267370939	99	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
100	Q05	"{'d2': 'http://dbpedia.org/resource/Neil_Young_(footballer_born_1979)', 'o1': '""Neil Young""@en', 'd1': 'http://dbpedia.org/resource/Cortez_the_Killer'}"	161.293386936	100	configs/journal_studies//3_ldp_shj.yaml	3	ldp shj
